business_name,business_postal_code,inspection_date,month,day,inspection_score,risk_category
Jiangnan Cuisine,94121,2018-10-09,10,9,85.0,High Risk
Cafe Madeleine,94108,2017-01-10,1,10,92.0,Moderate Risk
Folklores Coffee Traders,94115,2018-06-14,6,14,86.0,Low Risk
SF Food Market,94124,2018-05-24,5,24,83.0,Moderate Risk
Garaje,94107,2017-10-02,10,2,88.0,Low Risk
Tuba Express Mediterraean Kebab and Gyro,94109,2018-06-12,6,12,86.0,Low Risk
PERRYS,94123,2018-03-27,3,27,96.0,Moderate Risk
Big Slice Pizza,94117,2018-10-16,10,16,92.0,Moderate Risk
RIVERSIDE SEAFOOD RESTAURANT,94116,2018-07-12,7,12,88.0,Moderate Risk
Pizza Zone & Grill,94102,2019-06-17,6,17,90.0,Moderate Risk
Empero Taste,94121,2017-05-24,5,24,71.0,Moderate Risk
"Mo'z Cafe, Inc.",94103,2017-09-27,9,27,80.0,High Risk
Bow Hon Restaurant,94108,2017-11-09,11,9,74.0,Moderate Risk
El Mansour,94121,2018-10-25,10,25,87.0,Low Risk
Torrez Taqueria Inc.,94112,2019-03-21,3,21,90.0,Low Risk
Amelie,94109,2017-03-13,3,13,94.0,Low Risk
THE BRIXTON SOUTH,94102,2019-07-31,7,31,87.0,High Risk
Local Diner,94102,2017-08-09,8,9,72.0,Moderate Risk
Domo,94102,2018-08-17,8,17,96.0,Low Risk
Piece of Heaven,94109,2019-06-12,6,12,83.0,Low Risk
POPEYES CHICKEN & BISCUIT,94117,2019-07-30,7,30,85.0,Low Risk
ZUNI CAFE,94102,2019-04-30,4,30,94.0,Low Risk
EL CHICO PRODUCE MARKET #4,94110,2018-06-11,6,11,78.0,Moderate Risk
Nick's Foods,94103,2018-04-10,4,10,66.0,Moderate Risk
REVERIE COFFEE CAFE,94117,2017-12-01,12,1,88.0,Moderate Risk
The Sausage Factory,94114,2019-05-28,5,28,92.0,Moderate Risk
Soma Sushi,94107,2019-03-26,3,26,86.0,Moderate Risk
Pampanguena Cuisine,94112,2017-05-10,5,10,90.0,Moderate Risk
CAL MART SUPERMARKET,94118,2017-10-31,10,31,83.0,Moderate Risk
MIKI RESTAURANT,94121,2018-07-12,7,12,77.0,Low Risk
Chino's Taqueria Inc,94121,2019-08-14,8,14,81.0,Low Risk
Haight Street Happy Donuts,94117,2018-06-26,6,26,90.0,Moderate Risk
Punjab Restaurant,94110,2017-04-19,4,19,83.0,Low Risk
Mateo's Taqueria,94110,2017-09-19,9,19,85.0,High Risk
Kio Ramen,94121,2018-06-27,6,27,83.0,Moderate Risk
CORNERSTONES ACADEMY,94134,2016-09-20,9,20,92.0,Low Risk
Enter The Cafe,94133,2018-08-03,8,3,90.0,Low Risk
Xpress Market,94102,2018-02-27,2,27,79.0,Low Risk
Toyama Japanese Restaurant,94118,2018-07-05,7,5,80.0,High Risk
"SK&L Trading, LLC",94133,2017-08-23,8,23,77.0,Low Risk
San Francisco Athletic Club,94115,2018-05-22,5,22,87.0,Low Risk
Chico's Grill,94110,2019-01-29,1,29,70.0,High Risk
Marengo on Union,94123,2018-05-03,5,3,92.0,Low Risk
Panchitas Restaurant,94103,2017-08-01,8,1,62.0,High Risk
Maple Restaurant,94112,2019-06-04,6,4,70.0,High Risk
NAPOLI PIZZA RESTAURANT,94109,2016-09-20,9,20,68.0,Low Risk
Tupelo,94133,2019-03-14,3,14,92.0,Moderate Risk
The Progress,94115,2019-02-14,2,14,90.0,Moderate Risk
Cafe Murano,94115,2018-04-30,4,30,89.0,Low Risk
Chez Beesen,94104,2018-05-18,5,18,64.0,High Risk
Cafe Broadway,94133,2018-04-18,4,18,76.0,Moderate Risk
94649 Doggie Diner/Garlic Fries/Tony's Pizza,94107,2019-04-12,4,12,92.0,Low Risk
Old Jerusalem Restaurant Inc,94110,2018-06-26,6,26,90.0,Moderate Risk
Uncle Cafe,94108,2018-12-18,12,18,69.0,High Risk
DE MARILLAC,94102,2019-06-13,6,13,98.0,Low Risk
Smokin' Warehouse BBQ,94118,2016-12-06,12,6,90.0,Low Risk
Luen Fat Market,94133,2019-04-30,4,30,69.0,Low Risk
Yuanbao Jiaozi,94122,2019-05-22,5,22,88.0,Low Risk
Alley House,94118,2018-08-01,8,1,75.0,High Risk
CHRISTA MARKET,94115,2018-07-17,7,17,92.0,Moderate Risk
LUCCA FOOD & WINE SHOP,94122,2016-10-04,10,4,90.0,Moderate Risk
Max's Opera Cafe,94102,2018-05-14,5,14,79.0,Low Risk
WesBurger N' More,94110,2016-12-07,12,7,92.0,Moderate Risk
J.T. Restaurant/Catering,94103,2016-11-22,11,22,81.0,Moderate Risk
Kennedy Market & Deli,94124,2018-01-03,1,3,92.0,Moderate Risk
AT&T - (J-2A) BEN & JERRY'S,94107,2018-09-28,9,28,87.0,Moderate Risk
Big Lantern,94103,2019-03-04,3,4,71.0,Moderate Risk
LA VICTORIA BAKERY,94110,2018-06-05,6,5,69.0,Moderate Risk
Kushi Tsuru,94115,2019-01-14,1,14,78.0,Moderate Risk
DON RAMON,94103,2019-03-19,3,19,92.0,Low Risk
Subway #28285,94104,2019-07-08,7,8,85.0,Moderate Risk
Blue Bottle Coffee,94107,2018-02-20,2,20,88.0,Moderate Risk
Frena,94103,2017-03-17,3,17,89.0,Moderate Risk
Arashi Sushi House,94118,2017-10-25,10,25,83.0,Moderate Risk
KATES KITCHEN,94102,2017-06-08,6,8,73.0,Low Risk
New York Tobacco,94102,2017-02-23,2,23,86.0,Low Risk
T & L Liquor Store Inc.,94110,2019-04-26,4,26,92.0,Low Risk
Internos Wine Cafe and Bar,94118,2018-07-12,7,12,87.0,Low Risk
TARARA,94111,2019-03-18,3,18,81.0,Low Risk
Tres Agaves,94107,2016-08-29,8,29,83.0,High Risk
Iza Ramen,94103,2018-05-29,5,29,81.0,Low Risk
ADELITA'S CAKES,94110,2017-11-16,11,16,84.0,Moderate Risk
Ladle & Leaf,94103,2018-01-04,1,4,96.0,Moderate Risk
El Rincon Yucateco,94102,2017-01-25,1,25,84.0,Low Risk
EBISU RESTAURANT,94122,2018-01-30,1,30,87.0,Low Risk
COURTYARD BY MARRIOTT-RESTAURANT,94105,2017-11-29,11,29,88.0,Low Risk
Lee's Deli,94111,2017-09-19,9,19,85.0,Low Risk
Rico Pan Bakery,94110,2017-06-21,6,21,87.0,Low Risk
Noname Sushi,94114,2017-12-13,12,13,96.0,Moderate Risk
Russian Renaissance Restaurant,94118,2018-10-25,10,25,89.0,Low Risk
Banana Home,94108,2019-04-04,4,4,71.0,Low Risk
Jayhoon Fedaiy,94109,2018-01-03,1,3,79.0,Moderate Risk
The Sausage Factory,94114,2018-04-03,4,3,87.0,Low Risk
94936 Murph's Pub,94107,2018-03-26,3,26,96.0,Moderate Risk
Chino's Taqueria Inc,94121,2018-10-01,10,1,81.0,Moderate Risk
Eastern Bakery Inc,94108,2018-06-08,6,8,63.0,Low Risk
Tacos San Buena,94111,2019-08-05,8,5,93.0,High Risk
Lush Gelato,94109,2017-08-21,8,21,92.0,Low Risk
Imperial Palace,94108,2019-07-16,7,16,68.0,Low Risk
Crave,94109,2017-12-19,12,19,79.0,Low Risk
Pachino Pizzeria,94108,2017-11-08,11,8,74.0,Low Risk
KENMORE RESIDENCE CLUB,94109,2019-07-17,7,17,83.0,High Risk
Counter Offer,94110,2017-08-25,8,25,92.0,Low Risk
Marche Club of S.F.,94112,2017-12-05,12,5,90.0,Moderate Risk
Estrella Taqueria,94104,2018-06-04,6,4,88.0,Moderate Risk
GOOOD FORTUNE LLC.,94108,2018-08-17,8,17,78.0,Moderate Risk
Centro Latino de SF at the Star Hotel,94110,2018-01-10,1,10,96.0,Moderate Risk
SFSU Cafe in the Park,94132,2019-05-17,5,17,96.0,Low Risk
Blue Bottle Coffee,94115,2019-03-19,3,19,92.0,Low Risk
LUCKY PORK MARKET,94110,2018-02-06,2,6,86.0,Moderate Risk
Starbucks Coffee,94102,2019-05-21,5,21,98.0,Low Risk
THEM KY RESTAURANT,94109,2018-04-17,4,17,73.0,Moderate Risk
Yuyu Sushi,94132,2019-05-09,5,9,90.0,Low Risk
Chantal Guillon,94103,2019-02-07,2,7,94.0,Low Risk
Fish N Gari,94109,2017-09-12,9,12,71.0,Moderate Risk
St. Regis Hotel San Francisco Main Kitchen,94103,2017-02-27,2,27,94.0,Low Risk
CINDERELLA BAKERY & CAFE,94118,2019-03-12,3,12,87.0,Low Risk
MEL'S DRIVE-IN,94118,2018-10-22,10,22,91.0,Low Risk
Chez Maman,94102,2018-04-24,4,24,84.0,Low Risk
Estrella Taqueria,94104,2018-06-04,6,4,88.0,Low Risk
Common Sage,94109,2019-02-27,2,27,87.0,Moderate Risk
ZHONG SHAN RESTAURANT,94116,2019-06-28,6,28,86.0,Moderate Risk
Intercontinental Mark Hopkins,94108,2018-06-27,6,27,96.0,Low Risk
Poke Bowl,94112,2019-04-03,4,3,90.0,Moderate Risk
AFC Sushi @ Safeway #1490,94103,2019-07-01,7,1,96.0,Moderate Risk
Las Palmeras,94110,2017-12-05,12,5,77.0,Moderate Risk
La Spot,94132,2018-04-19,4,19,86.0,Low Risk
Jijime,94121,2019-06-11,6,11,88.0,Low Risk
Beacon Coffee & Pantry,94133,2018-04-03,4,3,90.0,Low Risk
Yoppi Yogurt,94103,2017-12-07,12,7,90.0,Moderate Risk
Archive Bar & Kitchen,94105,2019-07-24,7,24,72.0,Low Risk
HOWARD'S CAFE,94122,2017-09-26,9,26,81.0,Moderate Risk
Morning Brew Cafe,94111,2017-09-05,9,5,81.0,Low Risk
Celtic Coffee Company,94102,2019-04-03,4,3,80.0,Moderate Risk
Samovar Tea Lounge Yerba Buena LLC,94103,2018-01-17,1,17,84.0,High Risk
Cherry Blossom Bakery,94118,2017-06-21,6,21,88.0,Low Risk
New Cheung Hing Restaurant LLC.,94122,2018-07-10,7,10,83.0,Low Risk
A-1 BAKERY,94112,2019-07-17,7,17,78.0,High Risk
Taqueria Castillo B,94102,2019-07-15,7,15,74.0,High Risk
A-1 BAKERY,94112,2017-09-29,9,29,90.0,Low Risk
Village House,94121,2018-07-02,7,2,85.0,High Risk
Mid City Market,94109,2017-06-29,6,29,64.0,Low Risk
Cafe Murano,94110,2017-03-17,3,17,96.0,Low Risk
CAFE MARS,94103,2019-01-30,1,30,90.0,Low Risk
CAKE GALLERY,94103,2018-11-19,11,19,86.0,High Risk
La Boulangerie De San Francisco,94117,2019-06-13,6,13,79.0,Moderate Risk
Tender Greens,94107,2019-03-19,3,19,90.0,Moderate Risk
Joe & The Juice,94104,2019-07-23,7,23,90.0,Moderate Risk
Hawaii West,94133,2018-12-18,12,18,77.0,Low Risk
Sauce Belden,94104,2017-10-12,10,12,78.0,High Risk
KING ELEMENTARY SCHOOL,94107,2018-02-27,2,27,96.0,Moderate Risk
Toy Boat Dessert Cafe,94118,2019-08-14,8,14,88.0,Low Risk
OSTERIA,94115,2018-02-06,2,6,92.0,Low Risk
Wild Flower Cafe,94111,2019-04-26,4,26,77.0,Moderate Risk
Fisherman's Pizzeria Inc [#50],94133,2018-07-11,7,11,90.0,Low Risk
Donut Time,94122,2019-07-17,7,17,87.0,Moderate Risk
HILLCREST ELEMENTARY SCHOOL,94134,2016-09-20,9,20,96.0,Moderate Risk
Jersey,94105,2017-02-28,2,28,66.0,High Risk
King's Thai Cuisine,94118,2018-10-26,10,26,96.0,Low Risk
MANORA'S THAI CUISINE,94103,2016-11-28,11,28,80.0,Moderate Risk
Sushi Bistro,94118,2019-05-15,5,15,86.0,Low Risk
Far East Cafe,94108,2018-08-20,8,20,73.0,High Risk
Shabu House,94132,2019-06-04,6,4,87.0,Moderate Risk
EL BURRITO EXPRESS #2,94115,2018-05-04,5,4,74.0,Low Risk
Denny's Restaurant,94103,2019-05-14,5,14,94.0,Low Risk
Casa Mayah Restaurant,94102,2018-07-31,7,31,87.0,Low Risk
Victor's Pizza,94109,2018-08-27,8,27,87.0,Moderate Risk
Guckenheimer 1142.01,94105,2019-05-13,5,13,92.0,Moderate Risk
Four Barrel Coffee,94103,2017-12-07,12,7,82.0,Moderate Risk
Spice Kitchen,94108,2019-06-06,6,6,96.0,Low Risk
HANGOUT SPOT,94122,2019-06-26,6,26,83.0,Low Risk
Baby Blues BBQ San Francisco Inc,94110,2017-05-15,5,15,92.0,Low Risk
Baladie Cafe,94108,2019-04-03,4,3,67.0,Low Risk
Neiman Marcus On The Square,94108,2019-04-10,4,10,92.0,Moderate Risk
TAQUERIA GUADALAJARA,94112,2019-06-14,6,14,80.0,High Risk
HUNAN CHEF,94110,2018-03-27,3,27,77.0,Moderate Risk
Soma Pizza,94107,2018-06-05,6,5,76.0,High Risk
Bernal Heights Market,94110,2017-12-26,12,26,93.0,High Risk
North India Restaurant,94105,2018-05-30,5,30,68.0,High Risk
Guang Dong Barbecue Tea House,94122,2016-12-07,12,7,86.0,Moderate Risk
The Willows,94103,2017-10-23,10,23,92.0,Low Risk
Happy Donuts,94104,2019-06-13,6,13,92.0,Moderate Risk
Jin Mi BBQ & Tofu,94102,2018-04-16,4,16,88.0,Moderate Risk
Expressions Snack Bar,94133,2017-01-09,1,9,96.0,Low Risk
Quetzal,94109,2018-05-25,5,25,90.0,Moderate Risk
Supercue Cafe,94112,2016-10-28,10,28,90.0,Moderate Risk
Crab House,94133,2017-09-21,9,21,88.0,Moderate Risk
DaDa Bar,94104,2018-12-03,12,3,96.0,Moderate Risk
Veterans Commons,94103,2017-11-28,11,28,94.0,Moderate Risk
MISSION PREPARATORY INC,94110,2018-12-03,12,3,98.0,Low Risk
"Mavelous, LLC",94102,2018-06-26,6,26,87.0,High Risk
NEW TSING TAO RESTAURANT,94127,2018-01-31,1,31,88.0,Moderate Risk
Los Yaquis,94103,2017-04-06,4,6,88.0,Low Risk
Duc Loi Supermarket,94110,2019-04-22,4,22,65.0,Moderate Risk
Java House LLC,94107,2017-08-09,8,9,78.0,Moderate Risk
Mestiza Taqueria,94107,2019-02-20,2,20,85.0,High Risk
BK11852,94103,2017-12-06,12,6,77.0,Low Risk
Wonglee LLC,94133,2019-04-15,4,15,82.0,Low Risk
El Capitan,94103,2018-11-14,11,14,72.0,Moderate Risk
Dolce Gelato,94109,2016-11-21,11,21,94.0,Low Risk
The Barrel Room,94111,2019-05-09,5,9,90.0,Moderate Risk
ALBORZ,94109,2018-08-15,8,15,81.0,Moderate Risk
Gus's Community Market,94110,2016-10-27,10,27,83.0,Low Risk
Gott's Roadside Tray Gourmet,94111,2019-06-17,6,17,92.0,Moderate Risk
"California Pizza Kitchen, Inc.",94103,2018-01-03,1,3,94.0,Moderate Risk
Bill's Place,94121,2018-06-13,6,13,87.0,Moderate Risk
Thnasis Deli,94122,2019-04-25,4,25,90.0,Moderate Risk
BBC cafe,94124,2017-01-13,1,13,92.0,Low Risk
Royal Indian Cuisine,94115,2019-03-13,3,13,83.0,Low Risk
Frisco Fried,94124,2019-03-11,3,11,81.0,Low Risk
Jamba Juice,94103,2017-12-06,12,6,98.0,Low Risk
Soma Chicken and Salad,94105,2019-02-11,2,11,65.0,Low Risk
ITHAI,94109,2016-11-08,11,8,59.0,Low Risk
Peet's Coffee and Tea,94103,2018-05-18,5,18,96.0,Low Risk
Hornblower Cruises & Events/SF Belle,94111,2019-03-19,3,19,88.0,Low Risk
Tenroku Ramen #2,94112,2017-05-10,5,10,86.0,Moderate Risk
"Mo'z Cafe, Inc.",94103,2019-05-16,5,16,84.0,High Risk
Alley House,94118,2016-09-19,9,19,77.0,High Risk
Chatz Coffee,94105,2018-10-16,10,16,90.0,Low Risk
The Brixton,94123,2017-12-21,12,21,92.0,Moderate Risk
Mission's Kitchen,94110,2019-03-18,3,18,81.0,High Risk
DESTINO RESTAURANT,94103,2019-04-05,4,5,89.0,Moderate Risk
Bun Mee,94115,2017-02-28,2,28,86.0,Moderate Risk
Louie's,94105,2018-12-07,12,7,82.0,Moderate Risk
VELO ROUGE CAFE,94118,2019-07-11,7,11,70.0,High Risk
The Royal Exchange Restaurant Co.,94111,2019-05-06,5,6,94.0,Moderate Risk
LITTLE SUSHI BAR,94121,2019-01-03,1,3,91.0,High Risk
Publico,94103,2017-08-17,8,17,87.0,High Risk
The Danish & Donut Corner,94133,2019-06-10,6,10,85.0,Low Risk
Michael Mina Restaurant,94111,2017-07-06,7,6,88.0,Low Risk
GRAND MISSION DONUT & BAKERY,94110,2018-06-19,6,19,87.0,High Risk
Wing Lee Bakery,94118,2018-06-14,6,14,83.0,Low Risk
SWEET DELIGHT BAKERY,94112,2019-03-04,3,4,67.0,High Risk
Little Sweet,94118,2018-06-29,6,29,77.0,Low Risk
Cha Cha Cha on Mission,94110,2019-07-25,7,25,73.0,High Risk
Handy Delicatessen,94122,2016-09-21,9,21,94.0,Moderate Risk
WING HING RESTAURANT,94134,2017-11-06,11,6,70.0,Low Risk
Miss Saigon LLC,94103,2017-06-15,6,15,77.0,Moderate Risk
VENICE PIZZA AND RESTAURANT,94112,2017-08-02,8,2,88.0,Low Risk
Hinodeya,94115,2018-09-05,9,5,86.0,Moderate Risk
Ha Nam Ninh Restaurant,94109,2017-09-19,9,19,71.0,Low Risk
The Carlisle,94109,2018-07-06,7,6,90.0,Low Risk
Cafe La Taza,94102,2016-10-26,10,26,90.0,Low Risk
Wasabi Bistro,94114,2017-11-28,11,28,86.0,Moderate Risk
Golden Coast Restaurant,94112,2018-08-08,8,8,82.0,High Risk
ABSINTHE BRASSERIE & BAR,94102,2017-06-26,6,26,86.0,High Risk
Back Room,94118,2018-06-01,6,1,94.0,Low Risk
E & O Kitchen and Bar,94108,2019-05-22,5,22,92.0,Moderate Risk
AP's Cafe,94114,2018-07-17,7,17,90.0,Low Risk
Guerrero Market,94110,2017-10-10,10,10,96.0,Moderate Risk
Jamba Juice,94122,2017-06-30,6,30,92.0,Low Risk
7 Eleven #2366-35696A,94104,2018-06-06,6,6,86.0,Moderate Risk
Royal Cuckoo Market,94110,2019-04-16,4,16,96.0,Low Risk
Seismic Joint,94111,2019-03-05,3,5,98.0,Low Risk
NOE BAGEL,94114,2016-09-20,9,20,92.0,Moderate Risk
Quickly Tea Plus Tea Bar,94112,2019-05-28,5,28,86.0,Low Risk
Restaurante Monte Cristo #2,94124,2019-07-03,7,3,75.0,High Risk
"Culinary Eye, Inc",94110,2017-09-07,9,7,96.0,Moderate Risk
Roam Artisan Burgers,94123,2016-09-06,9,6,91.0,Low Risk
TSING TAO RESTAURANT,94121,2018-07-24,7,24,81.0,Low Risk
House of Xian Dumpling,94133,2017-12-06,12,6,88.0,Moderate Risk
JAVA ON OCEAN,94112,2018-02-09,2,9,88.0,Low Risk
The Brick Yard,94123,2017-08-24,8,24,78.0,Moderate Risk
TOMMYS MEXICAN RESTAURANT,94121,2018-10-03,10,3,88.0,Moderate Risk
Hong's Kitchen,94122,2019-08-05,8,5,77.0,Low Risk
EggWhite Cafe,94110,2017-10-03,10,3,86.0,Low Risk
Proposition Chicken,94102,2016-12-14,12,14,92.0,Low Risk
MONGKOK DIM SUM & RESTAURANT,94122,2017-10-17,10,17,88.0,Moderate Risk
Quickly Tea Plus Tea Bar,94112,2019-05-28,5,28,86.0,Moderate Risk
Regalito Rosticeria,94110,2018-09-25,9,25,90.0,Moderate Risk
Sidewalk Juice,94110,2019-04-15,4,15,94.0,Moderate Risk
Kin Khao Thai Eatery,94102,2018-01-16,1,16,89.0,High Risk
COOL GUYS,94112,2016-12-17,12,17,90.0,Moderate Risk
Mission's Kitchen,94110,2017-09-18,9,18,79.0,Moderate Risk
Harrington's Bar & Grill,94111,2017-11-29,11,29,87.0,High Risk
Specialty's Cafe & Bakery,94104,2017-11-27,11,27,83.0,Low Risk
Siam Lotus Thai Cuisine,94117,2018-11-05,11,5,92.0,Low Risk
Upcider,94109,2018-02-28,2,28,94.0,Low Risk
Gordo Taqueria #1,94121,2016-11-07,11,7,81.0,Low Risk
Joliba Cafe,94110,2017-01-25,1,25,86.0,Moderate Risk
DRAGON CITY BAKERY & CAFE,94110,2016-12-06,12,6,84.0,Moderate Risk
The Sunset's Best Seafood Restaurant,94116,2019-07-09,7,9,67.0,Moderate Risk
Thinker's Cafe,94107,2018-08-20,8,20,96.0,Low Risk
San Francisco Cooking School,94102,2018-05-04,5,4,92.0,Low Risk
CC San Francisco Centre Emporium,94103,2018-04-13,4,13,90.0,Low Risk
Nucha,94103,2018-06-26,6,26,80.0,Low Risk
Bussaba,94122,2017-10-10,10,10,70.0,Moderate Risk
Khamsa,94103,2017-11-27,11,27,79.0,Moderate Risk
CHAVA'S,94110,2016-08-19,8,19,88.0,Moderate Risk
iNoodles,94132,2017-12-13,12,13,96.0,Low Risk
Picnic On Third,94107,2018-04-19,4,19,87.0,High Risk
RAILROAD EXPRESSO CAFE,94127,2019-01-11,1,11,92.0,Moderate Risk
Mission Rock Resort,94107,2018-06-20,6,20,92.0,Moderate Risk
Hooker's Sweet Treats,94109,2016-09-07,9,7,96.0,Moderate Risk
Mugizo,94115,2018-06-19,6,19,74.0,High Risk
Mugizo,94115,2019-01-07,1,7,81.0,Low Risk
Laurel Court,94108,2018-05-16,5,16,85.0,Moderate Risk
The Cheesecake Factory,94102,2018-04-12,4,12,94.0,Low Risk
Andersen Bread,94111,2019-03-05,3,5,84.0,Low Risk
"Pho Tan Hoa, Inc",94102,2019-01-29,1,29,82.0,High Risk
Yucatasia Deli & Sandwich,94110,2018-05-30,5,30,73.0,Moderate Risk
Green Tiffin,94122,2019-04-23,4,23,98.0,Low Risk
LELENITA'S CAKES,94110,2018-01-03,1,3,90.0,Low Risk
GreenSurge,94114,2018-02-23,2,23,90.0,Moderate Risk
PHO VUNG TAU,94133,2019-03-14,3,14,74.0,Low Risk
John Muir Elementary School,94117,2017-02-08,2,8,93.0,High Risk
Casa Mayah Restaurant,94102,2017-12-12,12,12,81.0,Low Risk
LITTLE JOES PIZZA REST.,94112,2018-04-20,4,20,90.0,Low Risk
Nico,94111,2019-03-21,3,21,96.0,Moderate Risk
New Hampshire Market,94110,2017-05-26,5,26,88.0,Low Risk
Pho Ha Tien,94127,2019-02-04,2,4,82.0,Moderate Risk
La Loma Produce #8,94110,2018-02-28,2,28,84.0,Low Risk
Onigilly,94108,2017-09-22,9,22,92.0,Moderate Risk
Mid City Market,94109,2019-04-23,4,23,89.0,High Risk
Chomp Station,94103,2018-01-27,1,27,92.0,Moderate Risk
Tope,94133,2018-06-07,6,7,90.0,Moderate Risk
The Pub At S.F.S.U.,94132,2017-09-26,9,26,94.0,Low Risk
Angkor Borei Restaurant,94110,2019-05-14,5,14,92.0,Low Risk
ANH HONG PHU-NHUAN RESTAURANT,94109,2018-08-15,8,15,90.0,Moderate Risk
Holiday Inn - Golden Gateway,94109,2017-07-31,7,31,70.0,Moderate Risk
Bayshore Taqueria,94124,2018-04-24,4,24,75.0,Moderate Risk
Happy Chinese Restaurant,94133,2019-08-13,8,13,90.0,Moderate Risk
Nan king Road Bistro,94122,2016-12-08,12,8,72.0,Moderate Risk
Rosa Mexicano,94105,2019-03-26,3,26,83.0,Moderate Risk
Slice House by Tony Gemignani,94133,2018-02-21,2,21,94.0,Low Risk
Curveball #2,94158,2018-12-13,12,13,94.0,Low Risk
Let's Eat,94124,2019-04-03,4,3,91.0,Low Risk
Tasty Pot,94118,2019-08-02,8,2,83.0,Low Risk
Empero Taste,94121,2019-07-10,7,10,81.0,High Risk
China Express Deli,94110,2017-11-27,11,27,83.0,Low Risk
The Bird,94105,2019-07-17,7,17,92.0,Low Risk
Balboa Teriyaki,94121,2018-06-27,6,27,76.0,Low Risk
Vitality Bowls #057,94103,2017-10-26,10,26,96.0,Moderate Risk
Sushi Umi,94104,2019-06-11,6,11,84.0,Low Risk
Poke Bar,94104,2018-05-10,5,10,92.0,Moderate Risk
FIRE AND BREW,94105,2019-05-13,5,13,86.0,Moderate Risk
S F GOLF CLUB,94132,2019-04-02,4,2,98.0,Low Risk
St. Anthony Foundation,94102,2019-02-07,2,7,96.0,Moderate Risk
La Quinta Restaurant,94110,2018-07-10,7,10,86.0,Moderate Risk
Bullitt,94109,2017-05-08,5,8,80.0,Moderate Risk
BeanStalk,94108,2019-07-10,7,10,96.0,Moderate Risk
El Gran Taco Loco,94112,2018-05-03,5,3,82.0,Moderate Risk
New Moon Restaurant,94133,2017-12-21,12,21,83.0,Low Risk
Ox Cafe,94110,2018-06-20,6,20,94.0,Moderate Risk
Marnee Thai Restaurant,94122,2016-09-28,9,28,86.0,Moderate Risk
7 Eleven Store #2366-22627D,94118,2018-09-28,9,28,92.0,Moderate Risk
Beloved Cafe,94110,2018-05-02,5,2,96.0,Low Risk
Gaspar,94104,2019-04-17,4,17,92.0,Low Risk
CHINA FIRST INC.,94118,2019-07-01,7,1,48.0,Moderate Risk
Chili House Inc.,94118,2017-10-23,10,23,77.0,Moderate Risk
Slurp Noodle Bar,94114,2017-01-12,1,12,82.0,Moderate Risk
Cafe Med,94104,2019-02-06,2,6,81.0,Low Risk
Uncle Cafe,94108,2017-12-06,12,6,71.0,Low Risk
Cafe La Flore 1,94118,2018-09-25,9,25,85.0,Low Risk
Cha-Ya Restaurant,94110,2018-07-19,7,19,89.0,High Risk
VENUS CAFE,94118,2019-03-12,3,12,80.0,High Risk
Philz Coffee,94112,2018-07-05,7,5,86.0,Moderate Risk
Donut Time,94122,2016-11-09,11,9,87.0,High Risk
The Stinking Rose,94133,2017-11-07,11,7,94.0,Moderate Risk
Taqueria Mexico Tipico,94112,2019-05-09,5,9,65.0,Moderate Risk
Cafe Terminus,94111,2019-07-16,7,16,85.0,Moderate Risk
Silver Cloud,94123,2018-04-12,4,12,86.0,Low Risk
Crab House,94133,2017-09-21,9,21,88.0,Low Risk
Sushi Zen,94116,2019-05-23,5,23,90.0,Moderate Risk
Haus Coffee,94110,2018-03-19,3,19,94.0,Low Risk
Kio Ramen,94121,2018-06-27,6,27,83.0,High Risk
MARCO POLO ITALIAN ICE CREAM,94116,2017-01-17,1,17,98.0,Low Risk
The Pearl,94107,2016-11-02,11,2,98.0,Low Risk
Counter Offer,94110,2017-08-25,8,25,92.0,Moderate Risk
SAFEWAY #1507,94114,2017-02-09,2,9,90.0,Low Risk
ELIZA'S RESTAURANT,94115,2018-10-23,10,23,92.0,Low Risk
AT&T - COMMISARY KITCHEN [145184],94107,2016-10-11,10,11,98.0,Low Risk
Ladle & Leaf,94103,2016-11-08,11,8,92.0,Moderate Risk
NEW CASTILLITO INC.,94110,2016-08-22,8,22,92.0,Moderate Risk
SAFEWAY #739,94110,2017-06-19,6,19,80.0,Low Risk
Our Poke Place,94110,2018-09-24,9,24,89.0,Moderate Risk
SING SING,94109,2017-01-12,1,12,88.0,Moderate Risk
Trou Normand,94105,2018-05-08,5,8,84.0,High Risk
CONSTANS GROCERY,94124,2018-10-30,10,30,90.0,Low Risk
Mara's,94133,2016-11-02,11,2,90.0,Moderate Risk
New Golden Daisy,94108,2019-04-22,4,22,82.0,Moderate Risk
PHO HUYNH HIEP II,94122,2018-09-05,9,5,86.0,Moderate Risk
Kim Son Restaurant,94121,2019-02-20,2,20,71.0,High Risk
Noriega Produce LLC,94122,2018-05-15,5,15,92.0,Low Risk
I Cafe Chinatown,94108,2016-10-04,10,4,90.0,Low Risk
CITY'S CHOICE,94107,2019-07-01,7,1,92.0,Low Risk
Urban Putt,94110,2019-06-26,6,26,96.0,Low Risk
Zain's Liquor,94103,2019-06-11,6,11,96.0,Low Risk
House of Bagels,94118,2018-06-04,6,4,90.0,Low Risk
Sun Rise Restaurant,94110,2017-03-15,3,15,87.0,Moderate Risk
ROUND TABLE PIZZA,94127,2018-07-25,7,25,96.0,Low Risk
Guerrero Market,94110,2019-04-25,4,25,96.0,Moderate Risk
Oceanview Market and Deli,94121,2018-06-21,6,21,94.0,Moderate Risk
